ID;Name;Average.User.Rating;User.Rating.Count;Price;Developer;Age.Rating;Original.Release.Date;Genre
1266317360;Isotiles;NA;NA;99;Robert Alvarez;4;2017;Puzzle
1266550246;FX\u30d0\u30fc\u30c1\u30e3\u30eb\u30c8\u30ec\u30fc\u30c9 \u30b2\u30fc\u30e0\u611f\u899a\u3067\u6295\u8cc7\u3092\u4f53\u9a13 i\u30c8\u30ecFX;NA;NA;0;LinkagePlus Inc;17;2017;Simulation
1266569497;FIRST HERO;NA;NA;0;WEBZEN INC.;9;2019;Sports
1266586901;Unblock Bar - Slide and free the puzzle blocks;NA;NA;0;Belen Gonzalez;4;2017;Puzzle
1266624642;Fight Soldier Shooting Game;NA;NA;0;Syed Saad Arif;12;2017;Action
1266645093;Domino Blocks Puzzle Game;NA;NA;0;Vikash Patel;4;2017;Puzzle
1266645348;Swipe The Stone And Match It;NA;NA;0;Vikash Patel;4;2017;Puzzle
1266646088;Blocks Arrange Strategy Puzzle Game;NA;NA;0;Vikash Patel;4;2017;Puzzle
1266658581;Real City Bus Parking Simulator 2017: Driver Test;NA;NA;0;Muhammad Awan;9;2017;Simulation
1267247212;Nine Men\u2019s Morris - Strategy Board Game;NA;NA;0;Chirag Finaviya;4;2017;Board
1267282153;Military Truck Cargo Simulator;NA;NA;0;Ashraf Masood;4;2017;Simulation
1267292034;Warship City 1945\xae;NA;NA;1199;Domyung Kim;4;2017;Simulation
1267368968;Match3 Prime;NA;NA;0;Benjamin Wyckoff;4;2017;Puzzle
1267730405;Headshot ZD;4.5;269;0;NANOO COMPANY Inc.;12;2018;Action
1267732837;Boat Shooter Battle;NA;NA;0;Tao Li;9;2017;Sports
1267805783;Square Off Chess;3.5;56;0;Infivention Inc.;4;2017;Board
1267819296;3\u5206\u3067\u89e3\u3051\u308b\u63a8\u7406\u30af\u30a4\u30ba\u77ed\u7de8\u96c6;NA;NA;0;Shotaro Higashikata;9;2017;Puzzle
1267886633;Magic Revolution;NA;NA;0;Julian LEE;4;2017;Strategy
1267910740;TRADE ON - Social trading;2;5;0;Tiim;4;2017;Simulation
1268033189;Food Cats;4;77;0;Tapps Tecnologia da Informa\xe7\xe3o Ltda.;4;2017;Family
1268172911;Alien Escape - Puzzle/Strategy;5;7;0;timofey makhlay;4;2017;Puzzle
1268197724;VR Battle of Battleship;NA;NA;0;Hitoshi Yasui;12;2017;Simulation
1268216369;Neon Challenge;NA;NA;0;tao lin;4;2017;Puzzle
1268250089;2048\u7cbe\u7b80\u7248\u2014\u7ecf\u5178\u76842048\u76ca\u667a\u6e38\u620f;NA;NA;99;jianlong chen;4;2017;Puzzle
1268330650;Emoji Fun - Tic Tac Toe;NA;NA;0;Parvesh Deosarran;4;2017;Board
1268419381;2 Ninjas;NA;NA;0;yungang wang;4;2017;Adventure
1268440365;Lines & Dots;NA;NA;0;RyGa Gaming;4;2017;Puzzle
1268448345;Pong - Mobile Game;3.5;20;0;Lee Gray;4;2017;Casual
1268498553;Wartide: Heroes of Atlantis;4.5;1707;0;Outact, Inc.;9;2017;Role Playing
1268518832;Hamster Match;NA;NA;0;yao zheng;4;2017;Board
1268558416;Fit The Shape!;NA;NA;0;App Advisory;4;2017;Casual
1268575037;Tanks Battle Simulator Full;NA;NA;17999;Andrew Kudrin;17;2017;Simulation
1268615157;Chess 2 player - Chess Puzzle;1.5;10;0;Somkiat Sahachepsuk;4;2017;Board
1268680980;Shipyard City\u2122;NA;NA;1199;Domyung Kim;4;2017;Simulation
1268760921;Special Counter Terrorist VS Terrorist Group;NA;NA;0;Qamar Hussain;12;2017;Action
1268798201;"""Papa's Hot Doggeria HD""";4.5;86;299;Flipline Studios;4;2017;Simulation
1268864746;Galaxy Strikers;5;41;0;Campbell Cravens;4;2018;Sports
1268966542;Master Fantasy RPG Soundboard;3;10;99;Avrin Ross;4;2017;Board
1268969675;SKY WARS !!;NA;NA;0;Mako Muraoka Yudai Muraoka;4;2017;Action
1268984254;Adventure of Apes: Jungle Safe;NA;NA;0;Syed Bilal Javaid;17;2017;Action
1268986145;MataBurros;NA;NA;0;josue gomez;4;2017;Casual
1269035173;Antcolonygames Magazine Issue #3;NA;NA;299;Antcolonygames;9;2017;Simulation
1269078594;Fling the Sling - Sling Ball Game;NA;NA;0;Ashraf Masood;4;2017;Casual
1269097878;Morrison Murders;NA;NA;99;Lucky Finds;17;2017;Simulation
1269202549;Lie Dectector;3.5;253;0;Kiran Devi;12;2017;Adventure
1269295017;Brake Or Accelerate;NA;NA;0;Yonghye Pyo;4;2017;Casual
1269324887;Meteor Cube;NA;NA;0;Code Truck LLC;9;2017;Strategy
1269397062;Tap Em All;NA;NA;0;Reid Brown;4;2017;Family
1269441067;Fling the Sling Pro;NA;NA;199;Ashraf Masood;4;2017;Casual
1269496448;Qui a matat Franc\xe9s Canat ?;NA;NA;0;Atelier in8;9;2018;Role Playing
1269588517;Hold The Line: AWI;2.5;6;999;HexWar Games Ltd;12;2017;Board
1269636821;Hexa Brick Puzzle ++;NA;NA;0;Kitiya Ruanpor;4;2017;Puzzle
1269788224;Assuage;NA;NA;0;Pavin Sabnis;4;2017;Action
1269818027;Lazy Contractors;NA;NA;0;Raghunath Nambiar;4;2017;Casual
1269880032;Defeat Algebra;NA;NA;0;Yo Hanashima;4;2017;Education
1269916759;Wild Beyond;4;4027;0;Strange Sevens;12;2018;Simulation
